transaction_id,customer_id,transaction_date,transaction_time,hour_of_day,is_weekend,is_night_transaction,country,city,merchant_category,payment_method,device_type,customer_age,credit_score,account_age_years,account_balance,transaction_amount,num_prev_transactions,transaction_freq_monthly,distance_from_home_km,time_since_last_txn_hrs,is_international,failed_attempts,pin_changed_recently,is_fraud,fraud_type
TXN0000005913,CUST00164842,10-07-2023,20:49:00,20,0,0,France,Los Angeles,Restaurant,Crypto,Tablet,41,758,2.6,11642.66,33.4,153,30,104.7,2.37,0,0,0,0,None
TXN0000005914,CUST00053219,13-04-2022,09:26:00,9,0,0,Germany,Berlin,Restaurant,Bank Transfer,POS Terminal,44,682,3.7,3822.48,43.41,140,23,6.5,23.53,0,3,1,0,None
TXN0000005915,CUST00019230,20-07-2023,09:00:00,9,0,0,India,Berlin,Travel,Bank Transfer,Desktop,20,648,2.1,5014.47,341.55,124,20,47.2,31.34,0,0,0,0,None
TXN0000005916,CUST00075210,27-11-2022,07:32:00,7,1,0,USA,Mexico City,ATM Withdrawal,Credit Card,Desktop,20,709,3.5,29634.81,28.34,138,21,3.7,2.66,1,0,0,0,None
TXN0000005917,CUST00027878,30-07-2021,01:21:00,1,0,1,UK,Guadalajara,Healthcare,Bank Transfer,Desktop,33,541,14.3,2833.3,224.89,156,16,41.7,3.63,1,1,0,0,None
TXN0000005918,CUST00189074,22-03-2021,12:21:00,12,0,0,France,Mumbai,Entertainment,Crypto,Mobile,50,738,1.2,2953.99,517.31,155,24,4.1,5.43,0,0,0,0,None
TXN0000005919,CUST00097138,15-12-2024,07:48:00,7,1,0,USA,Ṣo Paulo,Clothing,Credit Card,Mobile,50,710,6.3,9109.84,42.02,128,16,7.5,8.44,0,0,0,0,None
TXN0000005920,CUST00038085,04-06-2020,17:13:00,17,0,0,Germany,Guadalajara,Clothing,Debit Card,Mobile,59,625,2.8,4052.99,14.31,130,23,65.2,13.03,0,0,1,0,None
TXN0000005921,CUST00081781,04-09-2021,22:15:00,22,1,1,USA,Melbourne,Utilities,Debit Card,POS Terminal,49,737,9.6,33228.97,53.99,145,13,0.3,6.2,0,0,0,1,Card Cloning
TXN0000005922,CUST00147879,11-12-2021,18:59:00,18,1,0,Canada,Ṣo Paulo,Fuel,Debit Card,Mobile,46,817,0.9,36450.93,221.43,143,18,0.1,0.05,0,3,0,0,None
TXN0000005923,CUST00037035,12-04-2024,12:42:00,12,0,0,Germany,Los Angeles,Healthcare,Credit Card,Desktop,46,815,11,3347.37,13.76,142,20,4.9,38.88,0,0,0,1,Account Takeover
TXN0000005924,CUST00171390,30-09-2022,17:28:00,17,0,0,Mexico,London,Grocery,Credit Card,Mobile,18,626,11.3,30650.57,47.63,147,22,27.3,3.51,0,0,1,0,None
TXN0000005925,CUST00055469,18-03-2020,23:55:00,23,0,1,Australia,Mumbai,ATM Withdrawal,Debit Card,Mobile,49,752,2.6,27986.24,234.77,129,16,2.6,28.12,0,0,0,1,Identity Theft
TXN0000005926,CUST00150167,27-07-2022,11:25:00,11,0,0,USA,Osaka,Education,Credit Card,Mobile,31,596,0.2,5565.28,107.24,160,19,43.6,73.53,1,0,0,0,None
TXN0000005927,CUST00188869,05-01-2023,23:42:00,23,0,1,Japan,Vancouver,Education,Bank Transfer,ATM,25,574,3.1,26472.73,52.53,143,19,1.8,1.43,0,0,0,0,None
TXN0000005928,CUST00010590,20-06-2021,14:13:00,14,1,0,UK,Mexico City,Fuel,Credit Card,Tablet,58,775,0.4,792.71,79.94,170,18,12.9,3.92,0,0,0,0,None
TXN0000005929,CUST00057222,05-11-2023,03:19:00,3,1,1,Brazil,Delhi,Jewelry,Credit Card,Mobile,46,743,2,45686.1,297.28,133,21,16.7,2.13,0,0,0,0,None
TXN0000005930,CUST00001658,03-04-2020,11:57:00,11,0,0,Canada,Paris,Education,Debit Card,Tablet,31,676,1.5,4343.93,25.24,147,28,21.4,1.58,0,2,0,0,None
TXN0000005931,CUST00098301,24-10-2022,18:33:00,18,0,0,USA,London,Crypto Exchange,Debit Card,Mobile,58,532,10,387.81,13.61,161,18,11.7,6.06,0,0,0,0,None
TXN0000005932,CUST00117230,14-06-2020,14:19:00,14,1,0,India,Tokyo,Healthcare,Debit Card,Desktop,18,721,2.1,7304.98,39.84,157,22,25.5,7.1,0,0,0,0,None
TXN0000005933,CUST00039532,11-08-2020,13:42:00,13,0,0,Germany,Tokyo,Fuel,Bank Transfer,Mobile,61,661,11.2,14735.54,103.73,161,18,7.3,7.79,0,0,0,0,None
TXN0000005934,CUST00052228,31-05-2022,11:00:00,11,0,0,India,Delhi,Restaurant,Credit Card,Mobile,31,734,9.8,7099.5,72.31,142,17,24.3,10.04,0,0,0,0,None
TXN0000005935,CUST00003165,10-06-2023,16:22:00,16,1,0,Mexico,London,Healthcare,Credit Card,Tablet,60,728,3.4,751,22.75,134,17,71.1,2.41,1,0,0,0,None
TXN0000005936,CUST00093079,10-01-2020,19:46:00,19,0,0,Brazil,Berlin,Travel,Bank Transfer,Mobile,42,778,3,19734.18,262.6,153,18,43.5,6.18,0,0,0,0,None
TXN0000005937,CUST00041248,10-04-2023,14:22:00,14,0,0,USA,Tokyo,Gaming,Credit Card,Mobile,52,684,4.5,48496.88,128.12,167,34,4.1,1,0,0,0,0,None
TXN0000005938,CUST00150674,18-10-2023,11:25:00,11,0,0,India,Berlin,Entertainment,Credit Card,Mobile,40,670,0.9,2528.18,165.89,150,20,40.4,13.86,1,1,0,0,None
TXN0000005939,CUST00050600,25-10-2021,03:13:00,3,0,1,Brazil,Ṣo Paulo,Crypto Exchange,Debit Card,Mobile,24,703,1.7,13527.18,207.59,149,26,19,11.91,0,0,0,0,None
TXN0000005940,CUST00135625,21-12-2023,07:38:00,7,0,0,Australia,Vancouver,Entertainment,Mobile Payment,Desktop,38,702,4,17749.34,38.96,153,12,22,6.65,0,1,0,0,None
TXN0000005941,CUST00140490,22-12-2023,12:29:00,12,0,0,Brazil,Paris,Gaming,Debit Card,POS Terminal,44,813,2.7,23304.05,43.92,139,13,8,11.19,0,0,0,0,None
TXN0000005942,CUST00189652,17-09-2020,09:19:00,9,0,0,Mexico,Lyon,Education,Credit Card,Desktop,30,671,4,5447.73,38.04,150,16,8.9,5.27,0,0,0,0,None
TXN0000005943,CUST00068208,06-01-2021,15:13:00,15,0,0,USA,Berlin,Clothing,Credit Card,Mobile,27,746,0.1,64206.59,21.7,155,12,28.3,1.81,0,0,0,0,None
TXN0000005944,CUST00072056,02-05-2021,05:04:00,5,1,1,UK,Toronto,Healthcare,Mobile Payment,Desktop,40,473,2.1,3510.7,17.72,156,12,12.2,18.77,0,0,0,0,None
TXN0000005945,CUST00102267,27-01-2023,20:59:00,20,0,0,France,Rio,Education,Debit Card,Tablet,44,720,2.3,4996.19,72.49,160,21,30.5,9.81,1,0,0,0,None
TXN0000005946,CUST00078271,10-11-2022,12:49:00,12,0,0,Japan,Osaka,Fuel,Credit Card,Mobile,40,649,2.6,7163.2,27.57,151,25,0.4,0.64,0,0,0,0,None
TXN0000005947,CUST00111427,08-04-2024,02:23:00,2,0,1,India,Guadalajara,Travel,Debit Card,Tablet,41,764,6.5,9163.82,224.36,149,21,6.5,5.13,0,0,0,0,None
TXN0000005948,CUST00134795,29-07-2024,04:51:00,4,0,1,Canada,Mumbai,Utilities,Credit Card,Mobile,45,636,3.7,22815.1,228.11,129,20,54.5,0.35,0,0,0,1,Friendly Fraud
TXN0000005949,CUST00070443,22-07-2024,09:39:00,9,0,0,Australia,Paris,Electronics,Bank Transfer,Mobile,43,657,7,3186.6,147.71,124,21,4.6,0.97,0,0,0,0,None
TXN0000005950,CUST00095633,12-12-2023,07:35:00,7,0,0,Japan,Manchester,Restaurant,Mobile Payment,Mobile,44,703,18.8,4565.09,358.29,177,19,35.4,6.14,0,0,0,0,None
TXN0000005951,CUST00171104,21-12-2022,09:03:00,9,0,0,France,Tokyo,Online Shopping,Crypto,POS Terminal,38,613,8.3,4799.06,55.23,157,18,4.2,9.54,0,4,0,0,None
TXN0000005952,CUST00021439,24-06-2023,21:08:00,21,1,0,USA,Manchester,Utilities,Credit Card,Desktop,63,726,2,14675.98,90.64,145,20,48.6,10.93,0,0,0,0,None
TXN0000005953,CUST00058820,15-05-2023,14:40:00,14,0,0,Brazil,Mexico City,Jewelry,Credit Card,Mobile,85,763,1.1,909.89,739.37,135,32,15.2,6.18,0,0,0,0,None
TXN0000005954,CUST00043857,29-09-2022,00:16:00,0,0,1,USA,Rio,Entertainment,Credit Card,Mobile,40,631,8,4657.8,33.32,144,21,14.3,17.7,0,0,0,0,None
TXN0000005955,CUST00164649,17-03-2024,11:25:00,11,1,0,USA,Tokyo,Fuel,Credit Card,ATM,49,644,7,10032.41,96.34,150,18,12.6,13.35,0,2,0,0,None
TXN0000005956,CUST00041939,09-10-2024,06:58:00,6,0,1,USA,Osaka,Restaurant,Debit Card,POS Terminal,32,572,3.1,3001.73,25.13,170,20,74.5,0.52,0,0,0,0,None
TXN0000005957,CUST00180101,23-10-2021,03:37:00,3,1,1,France,Tokyo,Grocery,Debit Card,Mobile,62,573,6.5,6479.09,53.45,158,19,7.1,9.19,0,0,0,0,None
TXN0000005958,CUST00059808,17-08-2020,13:21:00,13,0,0,Australia,London,Clothing,Credit Card,Desktop,43,638,0.2,9903.2,21.36,140,22,48.1,0.47,0,2,0,0,None
TXN0000005959,CUST00049878,22-11-2023,00:35:00,0,0,1,USA,Mumbai,Healthcare,Bank Transfer,ATM,26,605,16.4,21705.11,54.91,151,24,12.6,12.96,1,0,0,0,None
TXN0000005960,CUST00043462,23-08-2023,14:53:00,14,0,0,India,Toronto,Electronics,Credit Card,ATM,61,629,4.8,33801.71,772.26,172,14,3.1,3.68,0,0,0,0,None
TXN0000005961,CUST00093475,26-07-2020,07:40:00,7,1,0,USA,Lyon,ATM Withdrawal,Debit Card,POS Terminal,26,622,1.7,5808.04,15.91,160,18,25.4,0.84,0,0,0,0,None
TXN0000005962,CUST00171542,19-02-2021,18:27:00,18,0,0,France,London,Crypto Exchange,Bank Transfer,POS Terminal,38,743,2,13826.49,74.81,147,24,51.7,0.52,0,1,0,0,None
TXN0000005963,CUST00083137,21-11-2024,20:08:00,20,0,0,India,Vancouver,Utilities,Credit Card,Mobile,55,849,0.6,1577.61,43.66,167,22,20.9,5.22,0,0,0,0,None
TXN0000005964,CUST00020436,21-09-2023,14:43:00,14,0,0,Brazil,Osaka,Clothing,Credit Card,Mobile,42,713,2.2,26271.75,19.15,144,23,1.4,3.9,0,0,0,0,None
TXN0000005965,CUST00145264,07-08-2021,10:04:00,10,1,0,UK,Manchester,ATM Withdrawal,Bank Transfer,Mobile,32,802,6.9,2447.34,97.59,130,18,18.4,1.92,0,0,0,0,None
TXN0000005966,CUST00084727,24-03-2023,23:45:00,23,0,1,USA,Mexico City,Online Shopping,Credit Card,Desktop,47,680,15.2,28341.05,3.53,166,23,50.8,7.76,1,0,0,0,None
TXN0000005967,CUST00158459,22-07-2020,14:17:00,14,0,0,India,Paris,Entertainment,Debit Card,ATM,69,665,8.1,2473.35,41.71,157,22,17.4,22.93,0,0,0,0,None
TXN0000005968,CUST00162794,27-10-2021,14:44:00,14,0,0,USA,London,Grocery,Mobile Payment,Mobile,53,753,7.6,6882.76,126.03,142,23,3.6,10.64,0,3,0,0,None
TXN0000005969,CUST00054787,12-01-2023,18:27:00,18,0,0,USA,Vancouver,ATM Withdrawal,Debit Card,Desktop,18,746,17.5,14792.94,39.44,148,16,99.8,1.89,1,0,0,0,None
TXN0000005970,CUST00013705,08-11-2022,19:24:00,19,0,0,USA,Melbourne,Jewelry,Debit Card,Desktop,33,727,13.7,9205.09,570.79,132,14,1.7,6.71,0,0,1,0,None
TXN0000005971,CUST00056636,22-06-2022,07:18:00,7,0,0,France,Osaka,Jewelry,Bank Transfer,ATM,50,640,6.6,23847.85,110.46,155,19,15.9,9.26,0,0,0,0,None
TXN0000005972,CUST00133196,18-11-2022,13:02:00,13,0,0,USA,Sydney,Travel,Credit Card,Desktop,41,729,9.1,32886.84,584.15,145,23,8.5,24.95,0,0,0,0,None
TXN0000005973,CUST00090711,28-09-2023,15:59:00,15,0,0,Germany,Sydney,Jewelry,Bank Transfer,Mobile,18,724,0.9,15343.17,1606.35,138,24,23,12.03,0,1,0,0,None
TXN0000005974,CUST00062994,07-03-2022,08:02:00,8,0,0,USA,New York,Fuel,Mobile Payment,POS Terminal,38,711,6.7,3556.49,80.5,157,19,5,20.58,0,0,0,0,None
TXN0000005975,CUST00112753,07-03-2023,21:06:00,21,0,0,USA,Delhi,Online Shopping,Bank Transfer,Tablet,21,555,1.6,27839.62,105.13,143,23,26.7,3.29,0,0,0,0,None
TXN0000005976,CUST00156489,19-11-2020,07:24:00,7,0,0,India,Rio,Travel,Debit Card,Mobile,44,588,3,3460.2,1670.47,143,24,2.7,7.17,0,0,0,0,None
TXN0000005977,CUST00132887,14-07-2021,12:22:00,12,0,0,Germany,Toronto,Grocery,Bank Transfer,POS Terminal,51,429,2,29795.91,64.85,181,17,0.5,6.15,0,0,0,0,None
TXN0000005978,CUST00078538,15-02-2024,10:26:00,10,0,0,Mexico,Berlin,Gaming,Bank Transfer,Tablet,23,587,7.8,2168.46,48.81,142,21,54.6,20.35,0,1,0,0,None
TXN0000005979,CUST00050259,15-10-2024,12:02:00,12,0,0,India,Munich,Gaming,Bank Transfer,Mobile,70,637,3.8,62516.53,7.25,144,18,53,0.52,0,0,0,0,None
TXN0000005980,CUST00147581,02-04-2022,07:45:00,7,1,0,USA,Delhi,Clothing,Crypto,POS Terminal,34,745,9.8,97789.52,495.35,164,27,44.9,5.86,0,0,1,0,None
TXN0000005981,CUST00085167,03-04-2024,08:34:00,8,0,0,USA,Osaka,Gaming,Debit Card,Mobile,20,735,2.3,4812.71,117.14,166,29,3.1,2.53,0,0,0,0,None
TXN0000005982,CUST00113711,17-03-2023,02:21:00,2,0,1,USA,Mexico City,Electronics,Debit Card,Mobile,41,682,0.4,18081.79,1169.14,132,17,33.6,43.19,0,0,0,0,None
TXN0000005983,CUST00035700,23-04-2022,11:20:00,11,1,0,Canada,London,Grocery,Debit Card,POS Terminal,26,687,2.3,3639.51,7.93,130,17,41.3,0.18,0,1,0,0,None
TXN0000005984,CUST00046336,27-06-2023,20:20:00,20,0,0,Japan,Rio,Travel,Crypto,Mobile,18,600,1.5,3466.01,573.36,135,17,7.3,6.53,0,0,0,0,None
TXN0000005985,CUST00046807,05-01-2021,18:14:00,18,0,0,USA,Tokyo,Healthcare,Debit Card,Desktop,29,613,7,5573.13,42.92,172,26,0.2,5.88,0,3,0,0,None
TXN0000005986,CUST00077854,03-05-2022,09:40:00,9,0,0,USA,Munich,Electronics,Credit Card,Desktop,22,638,0.1,1781.88,845.52,158,20,29.2,1.83,0,0,0,0,None
TXN0000005987,CUST00194841,12-02-2021,16:16:00,16,0,0,Mexico,Toronto,ATM Withdrawal,Credit Card,Mobile,25,713,1.3,4756.56,260.93,144,23,17,1.2,0,0,0,0,None
TXN0000005988,CUST00035740,08-02-2021,10:06:00,10,0,0,Australia,Ṣo Paulo,Restaurant,Mobile Payment,Mobile,36,805,5,5409.34,133.38,159,19,1.6,8.48,1,1,0,0,None
TXN0000005989,CUST00034786,25-05-2024,10:23:00,10,1,0,USA,Berlin,Crypto Exchange,Crypto,Mobile,50,626,0.7,2929.47,30.62,151,19,17,5.11,0,2,0,0,None
TXN0000005990,CUST00163053,05-03-2021,12:23:00,12,0,0,UK,Ṣo Paulo,Grocery,Mobile Payment,POS Terminal,24,679,9.7,1344.5,186.42,122,29,25.2,4.36,0,0,0,0,None
TXN0000005991,CUST00085017,13-08-2024,12:05:00,12,0,0,USA,Berlin,Gaming,Mobile Payment,Desktop,51,556,4.7,2613.72,80.75,158,20,0.4,1.08,0,4,0,0,None
TXN0000005992,CUST00132682,12-03-2021,18:47:00,18,0,0,France,Melbourne,Electronics,Debit Card,Mobile,33,650,9,3929.42,329.54,145,20,18.6,16.38,0,0,1,0,None
TXN0000005993,CUST00066254,18-04-2020,19:25:00,19,1,0,UK,Ṣo Paulo,Restaurant,Mobile Payment,Mobile,32,722,10.4,3960.2,49.32,150,23,26.3,4.31,0,0,0,0,None
TXN0000005994,CUST00091129,25-05-2020,04:46:00,4,0,1,India,Vancouver,Travel,Credit Card,Tablet,41,684,3.3,35212.51,686.18,139,25,3.3,2.81,0,0,0,0,None
TXN0000005995,CUST00159214,15-07-2021,01:08:00,1,0,1,France,London,Electronics,Mobile Payment,Desktop,48,723,19.4,6412.28,608.11,156,25,25.6,3.51,0,0,0,0,None
TXN0000005996,CUST00161082,04-06-2020,16:38:00,16,0,0,UK,Paris,Healthcare,Bank Transfer,Desktop,33,577,3.8,1258.26,31.14,157,18,34.4,2.24,1,0,0,0,None
TXN0000005997,CUST00127582,06-07-2020,01:48:00,1,0,1,India,Sydney,Fuel,Credit Card,Desktop,50,676,3.3,84763.43,40.97,141,19,61.8,5.51,0,0,0,0,None
TXN0000005998,CUST00110967,24-12-2020,22:16:00,22,0,1,Brazil,Los Angeles,Travel,Credit Card,Mobile,70,700,12.4,2597.78,3308.25,134,23,13.1,12.94,0,0,0,0,None
TXN0000005999,CUST00137855,31-12-2022,17:43:00,17,1,0,India,Vancouver,Restaurant,Credit Card,Mobile,40,531,5.7,9769.16,138.25,151,19,22.8,3.37,0,0,0,0,None
TXN0000006000,CUST00099353,19-08-2020,15:01:00,15,0,0,India,Sydney,Entertainment,Bank Transfer,Desktop,50,575,0.4,2709.54,215.81,152,20,31.5,9.95,0,0,0,0,None
TXN0000006001,CUST00157006,08-08-2024,06:02:00,6,0,1,India,Rio,Online Shopping,Bank Transfer,Mobile,43,570,1.9,2057.58,83.65,159,20,58.9,1.88,0,0,0,0,None
TXN0000006002,CUST00077155,23-11-2022,05:32:00,5,0,1,UK,Guadalajara,Jewelry,Mobile Payment,Mobile,35,734,2.9,2518.51,65.87,147,22,12.4,20.6,0,0,0,0,None
TXN0000006003,CUST00139380,11-02-2022,16:39:00,16,0,0,Australia,Sydney,Clothing,Credit Card,Mobile,31,589,7.9,13720.72,60.78,143,18,4.9,2.75,0,3,0,1,Friendly Fraud
TXN0000006004,CUST00108298,19-05-2021,21:31:00,21,0,0,France,Paris,Education,Credit Card,Mobile,40,689,9.3,6433.14,46.44,144,19,51.8,0.25,0,0,0,0,None
TXN0000006005,CUST00038347,13-04-2020,05:50:00,5,0,1,France,London,Entertainment,Bank Transfer,Mobile,40,644,3.1,2285.75,13.22,151,12,6.2,24.53,0,0,0,0,None
TXN0000006006,CUST00112139,16-03-2022,15:50:00,15,0,0,France,Sydney,Fuel,Debit Card,ATM,40,548,3.3,177043.15,281.22,131,30,13.4,28.85,0,0,0,0,None
TXN0000006007,CUST00050773,26-05-2024,13:27:00,13,1,0,India,Vancouver,Education,Crypto,Mobile,38,721,7.3,10265.22,47.62,149,23,18.7,3.56,0,0,0,0,None
TXN0000006008,CUST00040150,22-03-2020,06:07:00,6,1,1,France,London,Education,Bank Transfer,ATM,52,595,3.5,456.5,45.94,135,25,3.9,6.65,0,0,0,0,None
TXN0000006009,CUST00086701,31-05-2020,12:09:00,12,1,0,USA,Paris,Crypto Exchange,Credit Card,Mobile,25,793,2.8,1334.52,29.39,155,17,49.7,16.45,0,2,0,1,Synthetic Identity
TXN0000006010,CUST00158599,20-02-2022,14:58:00,14,1,0,USA,Mexico City,ATM Withdrawal,Bank Transfer,Desktop,66,671,5.6,5359.48,15.32,147,18,40.4,27.86,0,0,0,1,Synthetic Identity
TXN0000006011,CUST00096759,23-05-2020,13:25:00,13,1,0,Canada,Mumbai,Fuel,Credit Card,POS Terminal,77,743,2,1238.31,214.48,152,20,18.1,1.5,0,5,0,0,None
TXN0000006012,CUST00128448,25-06-2021,21:12:00,21,0,0,India,Ṣo Paulo,Travel,Cheque,Mobile,51,766,22.1,18140.57,1065.85,162,17,16.8,19.55,0,0,0,0,None
TXN0000006013,CUST00199550,26-10-2022,23:22:00,23,0,1,Brazil,Sydney,ATM Withdrawal,Bank Transfer,Mobile,49,639,3.6,4381.34,33.07,164,28,52.6,3.92,0,0,0,0,None
TXN0000006014,CUST00005696,07-12-2022,11:17:00,11,0,0,USA,Ṣo Paulo,Entertainment,Bank Transfer,Desktop,80,527,6.7,41022.73,14.86,134,17,11.3,7.49,0,0,0,0,None
TXN0000006015,CUST00039170,04-11-2023,08:20:00,8,1,0,Germany,Mexico City,Gaming,Debit Card,Tablet,37,742,14.4,43328.6,15.34,130,20,75.3,3,0,0,0,0,None
TXN0000006016,CUST00047948,09-05-2024,22:57:00,22,0,1,Germany,Toronto,Jewelry,Credit Card,Mobile,18,756,7.2,4811.7,310.98,151,19,2.4,38.58,0,0,0,0,None
TXN0000006017,CUST00178297,22-10-2020,13:53:00,13,0,0,Brazil,Toronto,Healthcare,Bank Transfer,Mobile,61,822,12.2,20107.65,47.69,149,29,1,17.58,0,0,0,0,None
TXN0000006018,CUST00045866,21-07-2022,16:53:00,16,0,0,USA,Melbourne,Grocery,Debit Card,Desktop,50,725,9,44570.46,57,153,21,22.5,13.92,0,0,0,0,None
TXN0000006019,CUST00156626,03-06-2023,16:17:00,16,1,0,Canada,Delhi,Entertainment,Crypto,Desktop,34,743,0.1,19905.93,19.63,148,18,66.4,15,0,2,0,0,None
TXN0000006020,CUST00104502,02-10-2021,15:43:00,15,1,0,France,Delhi,Restaurant,Bank Transfer,Desktop,54,551,1.9,7434.84,162.41,141,20,19.9,43.5,0,0,0,0,None
TXN0000006021,CUST00060411,16-08-2020,15:41:00,15,1,0,USA,Tokyo,Online Shopping,Credit Card,Mobile,28,679,7.8,5277.79,169.89,149,15,20.1,5.92,0,4,0,0,None
TXN0000006022,CUST00103755,18-05-2021,23:06:00,23,0,1,Brazil,Melbourne,Healthcare,Credit Card,ATM,34,669,4.7,3011.94,88.38,159,22,39.7,5.98,0,0,0,0,None
TXN0000006023,CUST00090896,02-08-2020,22:43:00,22,1,1,France,Paris,Gaming,Debit Card,Mobile,61,779,3.1,3736.92,11.23,146,20,3.1,18.01,0,0,0,0,None
TXN0000006024,CUST00155889,29-10-2020,21:14:00,21,0,0,USA,Vancouver,Jewelry,Bank Transfer,Mobile,65,763,7.9,9785.68,575.16,160,15,11.9,7.67,0,1,0,0,None
TXN0000006025,CUST00186099,04-11-2022,04:56:00,4,0,1,India,Paris,Electronics,Debit Card,Mobile,65,546,6.8,8163.39,544.47,154,25,2,11.66,0,0,0,0,None
TXN0000006026,CUST00050706,22-04-2024,11:22:00,11,0,0,India,Mexico City,Travel,Debit Card,Mobile,49,587,6,35404.96,229.36,157,20,24.8,4.84,0,0,0,0,None
TXN0000006027,CUST00192995,15-08-2021,20:29:00,20,1,0,Japan,London,Online Shopping,Mobile Payment,Mobile,20,690,8.9,25950.64,63.25,143,23,10.2,2.02,1,0,0,0,None
TXN0000006028,CUST00115701,28-11-2020,14:06:00,14,1,0,Mexico,Tokyo,ATM Withdrawal,Bank Transfer,Desktop,18,563,1.2,13889.37,121.8,127,23,11,1.08,0,0,0,0,None
TXN0000006029,CUST00073915,02-08-2022,01:40:00,1,0,1,USA,London,Grocery,Credit Card,Desktop,18,600,4.5,4111.4,18.6,138,26,8.4,0.8,0,0,0,0,None
TXN0000006030,CUST00001882,20-05-2024,04:28:00,4,0,1,USA,Berlin,ATM Withdrawal,Bank Transfer,Tablet,51,687,1.1,4179.54,57.94,149,28,20.3,18.78,0,0,0,0,None
TXN0000006031,CUST00170640,20-10-2023,14:08:00,14,0,0,Canada,Paris,Grocery,Bank Transfer,Mobile,18,843,5,3208.51,41.75,145,20,14.1,10.11,1,0,0,0,None
TXN0000006032,CUST00047366,12-02-2023,17:51:00,17,1,0,USA,Vancouver,Jewelry,Bank Transfer,Desktop,47,714,0.3,13868.97,1345.56,160,21,4.1,11.83,1,0,0,0,None
TXN0000006033,CUST00079212,20-03-2020,16:28:00,16,0,0,UK,Toronto,Travel,Credit Card,Desktop,43,647,0.1,38259.77,1124.48,143,31,27.7,6.56,0,0,1,0,None
TXN0000006034,CUST00156079,18-05-2021,14:45:00,14,0,0,USA,Vancouver,Education,Debit Card,Mobile,37,687,0.9,934.25,19.19,145,21,11.2,7.48,0,0,0,0,None
TXN0000006035,CUST00041199,09-01-2023,00:59:00,0,0,1,Australia,Osaka,Crypto Exchange,Debit Card,Desktop,33,668,1.1,51429.22,28.8,169,18,10.9,3.42,0,0,0,0,None
TXN0000006036,CUST00153904,22-10-2022,21:08:00,21,1,0,France,Rio,Healthcare,Crypto,ATM,22,755,4,4862.24,50.27,155,17,7.5,31.07,0,0,0,0,None
TXN0000006037,CUST00100650,13-02-2023,10:24:00,10,0,0,Germany,Rio,Utilities,Credit Card,Desktop,70,697,2,8197.54,16.81,158,17,12.4,3.05,0,2,0,0,None
TXN0000006038,CUST00147532,15-02-2023,04:35:00,4,0,1,USA,Toronto,Fuel,Credit Card,Desktop,48,710,4.6,9855.56,22.05,144,29,24.6,0.14,1,1,0,1,Phishing
TXN0000006039,CUST00163516,13-03-2020,01:50:00,1,0,1,India,Mumbai,Utilities,Credit Card,Desktop,30,642,4.4,9306.42,32.79,167,16,3.2,14.58,0,1,1,0,None
TXN0000006040,CUST00173389,31-12-2021,14:39:00,14,0,0,USA,Tokyo,Gaming,Cheque,Mobile,62,674,22.9,21615.54,62.77,160,19,30.2,8.54,0,0,0,0,None
TXN0000006041,CUST00195559,18-11-2024,22:36:00,22,0,1,USA,Guadalajara,Electronics,Debit Card,Desktop,62,502,16.8,13092.01,821.71,158,27,5.5,16.71,0,0,0,0,None
TXN0000006042,CUST00136950,04-02-2021,14:25:00,14,0,0,Germany,Mumbai,Fuel,Debit Card,Desktop,41,565,12.1,2781.04,50.92,155,22,13.1,1.08,0,0,0,0,None
TXN0000006043,CUST00039554,22-09-2024,01:25:00,1,1,1,USA,Osaka,Healthcare,Credit Card,ATM,47,789,6.9,68022,8.57,151,23,4.5,15.08,0,0,0,1,Phishing
TXN0000006044,CUST00135995,10-01-2022,07:12:00,7,0,0,USA,Paris,Education,Debit Card,Mobile,23,698,5.5,13603.59,48.85,174,12,11.6,5.23,0,0,0,0,None
TXN0000006045,CUST00122779,24-04-2023,22:01:00,22,0,1,USA,Berlin,Grocery,Credit Card,Desktop,34,420,8.5,8724.68,14.62,149,24,12.3,0.48,0,0,0,0,None
TXN0000006046,CUST00117019,03-10-2023,15:55:00,15,0,0,USA,New York,Restaurant,Mobile Payment,Mobile,43,750,10.1,4707.88,64.83,147,23,0.6,4.2,1,0,0,0,None
TXN0000006047,CUST00135759,03-08-2022,02:27:00,2,0,1,Mexico,Vancouver,Education,Debit Card,Mobile,35,675,3.6,8178.04,6.12,151,17,14.4,0.18,0,2,0,0,None
TXN0000006048,CUST00032767,24-11-2020,13:45:00,13,0,0,Australia,Vancouver,Healthcare,Crypto,ATM,23,626,2.2,1478.31,12.25,162,23,45,0.77,0,0,0,0,None
TXN0000006049,CUST00032007,12-05-2022,10:01:00,10,0,0,Canada,Berlin,Education,Credit Card,Mobile,59,632,4.9,1737.95,84.73,169,18,71.6,7.23,0,0,0,0,None
TXN0000006050,CUST00031423,31-12-2020,20:13:00,20,0,0,USA,Munich,ATM Withdrawal,Debit Card,Desktop,57,702,2.1,4103.08,47.24,138,23,7.6,3.15,0,0,0,0,None
TXN0000006051,CUST00116591,06-04-2024,07:29:00,7,1,0,USA,Sydney,Electronics,Credit Card,ATM,44,776,16.4,91289.78,1225.41,118,18,0.5,27.48,0,2,0,0,None
TXN0000006052,CUST00012206,23-06-2022,02:45:00,2,0,1,USA,Osaka,Grocery,Debit Card,Mobile,23,732,11.3,2961.17,117.73,165,16,42.2,5.55,0,0,0,0,None
